ID,X(LocalCRS),Y(LocalCRS),ELEV,DESC,X(UTM43N),Y(UTM43N)
1174,535.4316,294.102,545.3,,328595.4316,2074594.102
1175,534.649,291.077,545.3,,328594.649,2074591.077
1176,533.0923,286.539,545.3,,328593.0923,2074586.539
1177,531.5315,282.011,545.3,,328591.5315,2074582.011
1178,529.2293,277.466,545.2,,328589.2293,2074577.466
1179,528.4481,273.673,545.2,,328588.4481,2074573.673
1180,526.1486,269.887,545.1,,328586.1486,2074569.887
1181,523.0809,265.349,544.9,,328583.0809,2074565.349
1182,519.2529,260.814,544.7,,328579.2529,2074560.814
1183,517.7191,258.543,544.6,,328577.7191,2074558.543
1184,513.9104,257.044,544.5,,328573.9104,2074557.044
1185,511.6211,255.537,544.4,,328571.6211,2074555.537
1186,508.5716,254.033,544.3,,328568.5716,2074554.033
1187,502.4868,251.772,544.1,,328562.4868,2074551.772
1188,497.1601,249.504,544,,328557.1601,2074549.504
1189,494.8653,246.463,543.9,,328554.8653,2074546.463
1190,493.3372,244.943,543.8,,328553.3372,2074544.943
1191,488.7609,241.141,543.5,,328548.7609,2074541.141
1192,485.7041,237.331,543.3,,328545.7041,2074537.331
1193,484.1673,234.282,543.2,,328544.1673,2074534.282
1194,484.1431,230.47,543.1,,328544.1431,2074530.47
1195,484.1344,228.944,543,,328544.1344,2074528.944
1196,482.5841,223.602,542.7,,328542.5841,2074523.602
1197,482.5629,219.783,542.5,,328542.5629,2074519.783
1198,481.7891,217.492,542.3,,328541.7891,2074517.492
1199,479.4862,213.676,542,,328539.4862,2074513.676
1200,477.1783,209.092,541.7,,328537.1783,2074509.092
1201,476.3968,205.269,541.5,,328536.3968,2074505.269
1202,474.0955,202.213,541.3,,328534.0955,2074502.213
1203,472.5593,199.92,541.2,,328532.5593,2074499.92
1204,471.7883,198.392,541.1,,328531.7883,2074498.392
1205,467.9432,193.826,540.8,,328527.9432,2074493.826
1206,467.1631,191.542,540.7,,328527.1631,2074491.542
1207,464.8444,187.737,540.5,,328524.8444,2074487.737
1208,462.5257,183.933,540.4,,328522.5257,2074483.933
1209,459.4436,180.13,540.3,,328519.4436,2074480.13
1210,457.1238,176.325,540.2,,328517.1238,2074476.325
1211,455.5911,175.568,540.1,,328515.5911,2074475.568
1212,453.2811,173.291,540.1,,328513.2811,2074473.291
1213,450.969,171.019,540,,328510.969,2074471.019
1214,443.2858,167.279,540.3,,328503.2858,2074467.279
1215,436.3707,165.086,540.4,,328496.3707,2074465.086
1216,425.659,162.031,539.9,,328485.659,2074462.031
1217,419.5286,159.746,539.6,,328479.5286,2074459.746
1218,410.3801,159.633,539,,328470.3801,2074459.633
1219,401.2239,159.476,538.5,,328461.2239,2074459.476
1220,395.8699,159.425,538.3,,328455.8699,2074459.425
1221,390.5048,158.618,538,,328450.5048,2074458.618
1222,387.4414,158.59,537.9,,328447.4414,2074458.59
1223,383.5963,157.034,537.8,,328443.5963,2074457.034
1224,378.1972,154.001,537.6,,328438.1972,2074454.001
1225,377.4216,153.247,537.6,,328437.4216,2074453.247
1226,373.5628,150.998,537.8,,328433.5628,2074450.998
1227,368.1452,146.516,537.9,,328428.1452,2074446.516
1228,362.7288,142.058,538,,328422.7288,2074442.058
1229,359.6312,139.099,538.2,,328419.6312,2074439.099
1230,357.308,136.883,538.4,,328417.308,2074436.883
1231,354.2204,134.678,538.7,,328414.2204,2074434.678
1232,350.3595,131.736,538.9,,328410.3595,2074431.736
1233,344.9508,126.619,539.7,,328404.9508,2074426.619
1234,338.7938,122.342,540.6,,328398.7938,2074422.342
1235,334.1841,119.509,541.2,,328394.1841,2074419.509
1236,331.112,117.379,541.7,,328391.112,2074417.379
1237,326.5178,115.31,542.2,,328386.5178,2074415.31
1238,321.9368,113.308,542.6,,328381.9368,2074413.308
1239,315.8447,112.102,543.3,,328375.8447,2074412.102
1240,311.2743,110.793,544.1,,328371.2743,2074410.793
1241,283.3736,283.067,548,,328343.3736,2074583.067
1242,282.6378,286.09,548,,328342.6378,2074586.09
1243,280.411,289.923,548.3,,328340.411,2074589.923
1244,280.4161,292.905,548.1,,328340.4161,2074592.905
1245,278.1873,295.244,548.6,,328338.1873,2074595.244
1246,275.9621,299.82,548.3,,328335.9621,2074599.82
1247,275.1978,305.031,547.4,,328335.1978,2074605.031
1248,273.6601,308.003,547.1,,328333.6601,2074608.003
1249,271.358,312.474,546.7,,328331.358,2074612.474
1250,269.8103,316.193,546.1,,328329.8103,2074616.193
1251,268.2185,320.613,545.4,,328328.2185,2074620.613
1252,267.4476,322.107,545.2,,328327.4476,2074622.107
1253,265.9571,326.663,544.4,,328325.9571,2074626.663
1254,262.9448,331.989,544.4,,328322.9448,2074631.989
1255,261.424,335.765,544.2,,328321.424,2074635.765
1256,261.4182,338.016,544,,328321.4182,2074638.016
1257,259.9193,342.57,543.7,,328319.9193,2074642.57
1258,258.4283,346.379,543.4,,328318.4283,2074646.379
1259,256.9213,348.669,543.3,,328316.9213,2074648.669
1260,254.6713,352.489,543.1,,328314.6713,2074652.489
1261,253.9325,355.529,542.8,,328313.9325,2074655.529
1262,252.4192,359.323,542.7,,328312.4192,2074659.323
1263,250.1798,363.15,542.9,,328310.1798,2074663.15
1264,247.9658,368.5,543,,328307.9658,2074668.5
1265,246.4652,370.793,543.1,,328306.4652,2074670.793
1266,246.5042,374.588,543,,328306.5042,2074674.588
1267,245.0164,378.397,543.1,,328305.0164,2074678.397
1268,244.2834,382.195,543.1,,328304.2834,2074682.195
1269,242.7819,385.998,543,,328302.7819,2074685.998
1270,242.0454,390.552,542.9,,328302.0454,2074690.552
1271,242.0684,394.343,542.8,,328302.0684,2074694.343
1272,241.3222,397.382,542.6,,328301.3222,2074697.382
1273,240.5703,401.178,542.5,,328300.5703,2074701.178
1274,239.8157,404.217,542.4,,328299.8157,2074704.217
1275,239.8272,408.008,542.2,,328299.8272,2074708.008
1276,239.8387,411.801,542.1,,328299.8387,2074711.801
1277,239.0858,415.602,542,,328299.0858,2074715.602
1278,239.0956,418.639,541.8,,328299.0956,2074718.639
1279,239.1098,423.195,541.7,,328299.1098,2074723.195
1280,239.1214,426.994,541.6,,328299.1214,2074726.994
1281,239.1329,430.794,541.4,,328299.1329,2074730.794
1282,240.6733,434.582,541.3,,328300.6733,2074734.582
1283,240.6815,436.864,541.2,,328300.6815,2074736.864
1284,243.764,441.4,540.9,,328303.764,2074741.4
1285,246.8379,444.416,540.7,,328306.8379,2074744.416
1286,250.6589,444.382,540.6,,328310.6589,2074744.382
1287,252.1677,440.562,540.7,,328312.1677,2074740.562
1288,252.9148,437.513,540.8,,328312.9148,2074737.513
1289,252.9017,434.47,540.9,,328312.9017,2074734.47
1290,254.4173,429.895,540.9,,328314.4173,2074729.895
1291,255.1746,427.607,541,,328315.1746,2074727.607
1292,255.1631,423.808,541.1,,328315.1631,2074723.808
1293,255.1499,419.252,541.3,,328315.1499,2074719.252
1294,255.1411,416.216,541.4,,328315.1411,2074716.216
1295,256.6563,412.407,541.6,,328316.6563,2074712.407
1296,256.6475,409.373,541.8,,328316.6475,2074709.373
1297,256.6334,404.825,542,,328316.6334,2074704.825
1298,256.6236,401.794,542.2,,328316.6236,2074701.794
1299,255.8504,398.77,542.4,,328315.8504,2074698.77
1300,255.0699,395.745,542.6,,328315.0699,2074695.745
1301,254.283,392.718,542.8,,328314.283,2074692.718
1302,250.4797,395.027,542.7,,328310.4797,2074695.027
1303,248.9718,398.831,542.5,,328308.9718,2074698.831
1304,247.4538,401.875,542.4,,328307.4538,2074701.875
1305,246.703,405.672,542.2,,328306.703,2074705.672
1306,246.7128,408.706,542,,328306.7128,2074708.706
1307,246.7236,411.74,541.9,,328306.7236,2074711.74
1308,248.2661,415.52,541.7,,328308.2661,2074715.52
1309,249.7982,417.024,541.6,,328309.7982,2074717.024
1310,251.3112,411.699,541.8,,328311.3112,2074711.699
1311,252.8264,407.893,541.9,,328312.8264,2074707.893
1312,253.5756,403.337,542.2,,328313.5756,2074703.337
1313,255.0898,399.534,542.4,,328315.0898,2074699.534
1314,255.8274,394.98,542.6,,328315.8274,2074694.98
1315,257.3258,391.174,542.8,,328317.3258,2074691.174
1316,257.3081,388.9,543,,328317.3081,2074688.9
1317,258.0474,385.103,542.9,,328318.0474,2074685.103
1318,258.018,381.313,542.8,,328318.018,2074681.313
1319,257.9983,379.038,542.8,,328317.9983,2074679.038
1320,259.4909,375.985,542.7,,328319.4909,2074675.985
1321,259.4334,371.424,542.6,,328319.4334,2074671.424
1322,259.3859,367.622,542.5,,328319.3859,2074667.622
1323,260.0928,363.05,542.3,,328320.0928,2074663.05
1324,263.0813,359.957,542.1,,328323.0813,2074659.957
1325,264.5775,356.149,542,,328324.5775,2074656.149
1326,266.0759,352.343,542.3,,328326.0759,2074652.343
1327,266.8174,350.057,542.4,,328326.8174,2074650.057
1328,269.0413,345.455,542.6,,328329.0413,2074645.455
1329,269.7663,342.398,542.7,,328329.7663,2074642.398
1330,272.0237,338.578,542.7,,328332.0237,2074638.578
1331,272.7646,334.037,542.8,,328332.7646,2074634.037
1332,274.2571,329.474,542.8,,328334.2571,2074629.474
1333,274.2544,328.719,542.9,,328334.2544,2074628.719
1334,276.5066,323.394,543.2,,328336.5066,2074623.394
1335,278.7769,319.596,543.6,,328338.7769,2074619.596
1336,278.794,318.124,543.9,,328338.794,2074618.124
1337,281.0997,314.386,544.2,,328341.0997,2074614.386
1338,282.6507,309.185,544.8,,328342.6507,2074609.185
1339,283.4105,305.444,545.3,,328343.4105,2074605.444
1340,284.166,301.701,545.8,,328344.166,2074601.701
1341,284.9076,299.425,546.1,,328344.9076,2074599.425
1342,285.6434,294.906,546.6,,328345.6434,2074594.906
1343,285.6361,291.918,546.8,,328345.6361,2074591.918
1344,287.1235,288.861,546.7,,328347.1235,2074588.861
1345,287.8624,285.84,546.8,,328347.8624,2074585.84
1346,287.8429,282.09,547.1,,328347.8429,2074582.09
1347,287.0691,279.102,547.5,,328347.0691,2074579.102
1348,285.5548,276.908,548,,328345.5548,2074576.908
1349,281.077,276.38,549,,328341.077,2074576.38
1350,277.3655,277.324,549.7,,328337.3655,2074577.324
1351,275.9012,279.661,549.9,,328335.9012,2074579.661
1352,272.967,284.316,550.4,,328332.967,2074584.316
1353,272.2278,288.808,550.4,,328332.2278,2074588.808
1354,271.4876,291.815,550.5,,328331.4876,2074591.815
1355,270.7499,297.055,550.3,,328330.7499,2074597.055
1356,270.7513,300.776,549.5,,328330.7513,2074600.776
1357,269.2129,305.972,548.7,,328329.2129,2074605.972
1358,266.9219,309.703,548.3,,328326.9219,2074609.703
1359,266.1542,311.192,548.1,,328326.1542,2074611.192
1360,265.3346,314.858,547.4,,328325.3346,2074614.858
1361,262.9351,321.476,546.2,,328322.9351,2074621.476
1362,262.1861,323.746,545.8,,328322.1861,2074623.746
1363,261.4409,328.272,544.9,,328321.4409,2074628.272
1364,259.9216,331.295,544.8,,328319.9216,2074631.295
1365,257.6412,335.833,544.5,,328317.6412,2074635.833
1366,256.122,338.861,544.4,,328316.122,2074638.861
1367,254.6044,341.138,544.3,,328314.6044,2074641.138
1368,253.8608,343.421,544.1,,328313.8608,2074643.421
1369,250.858,347.254,543.9,,328310.858,2074647.254
1370,250.1154,349.535,543.7,,328310.1154,2074649.535
1371,247.8531,354.098,543.4,,328307.8531,2074654.098
1372,246.3319,357.13,543.2,,328306.3319,2074657.13
1373,244.0638,360.937,543.2,,328304.0638,2074660.937
1374,241.8195,364.004,543.3,,328301.8195,2074664.004
1375,240.3237,367.054,543.4,,328300.3237,2074667.054
1376,238.829,370.105,543.4,,328298.829,2074670.105
1377,238.8519,372.382,543.3,,328298.8519,2074672.382
1378,237.3736,376.197,543.3,,328297.3736,2074676.197
1379,236.6508,380.754,543.2,,328296.6508,2074680.754
1380,235.9223,386.066,543.1,,328295.9223,2074686.066
1381,235.9405,389.097,543,,328295.9405,2074689.097
1382,235.9587,392.129,542.9,,328295.9587,2074692.129
1383,235.9909,396.679,542.7,,328295.9909,2074696.679
1384,236.0026,398.195,542.7,,328296.0026,2074698.195
1385,236.0124,401.226,542.6,,328296.0124,2074701.226
1386,192.6827,435.775,547.3,,328252.6827,2074735.775
1387,192.6742,434.263,547.4,,328252.6742,2074734.263
1388,193.3913,430.475,547.3,,328253.3913,2074730.475
1389,194.0962,424.42,547.3,,328254.0962,2074724.42
1390,196.2851,419.103,547,,328256.2851,2074719.103
1391,198.4152,411.509,546.5,,328258.4152,2074711.509
1392,199.8576,406.192,546.3,,328259.8576,2074706.192
1393,202.0464,400.864,546,,328262.0464,2074700.864
1394,202.0118,397.079,546.1,,328262.0118,2074697.079
1395,203.4844,394.031,545.9,,328263.4844,2074694.031
1396,204.9447,388.713,545.9,,328264.9447,2074688.713
1397,206.3921,381.88,545.8,,328266.3921,2074681.88
1398,207.1124,378.084,545.7,,328267.1124,2074678.084
1399,208.5647,372.005,545.6,,328268.5647,2074672.005
1400,209.2769,367.45,545.6,,328269.2769,2074667.45
1401,210.7286,360.614,545.5,,328270.7286,2074660.614
1402,211.4807,358.34,545.5,,328271.4807,2074658.34
1403,211.488,355.329,545.8,,328271.488,2074655.329
1404,213.0066,351.545,546.1,,328273.0066,2074651.545
1405,213.0323,344.785,546.8,,328273.0323,2074644.785
1406,216.092,338.75,547.3,,328276.092,2074638.75
1407,216.8839,335.758,547.6,,328276.8839,2074635.758
1408,219.1936,332.004,547.9,,328279.1936,2074632.004
1409,220.7204,330.493,548,,328280.7204,2074630.493
1410,223.036,326,548.6,,328283.036,2074626
1411,223.8238,323.019,549.2,,328283.8238,2074623.019
1412,225.3974,320.056,549.8,,328285.3974,2074620.056
1413,227.7988,314.911,550.9,,328287.7988,2074614.911
1414,229.4092,311.253,551.6,,328289.4092,2074611.253
1415,229.455,309.805,552,,328289.455,2074609.805
1416,231.7863,307.608,552.4,,328291.7863,2074607.608
1417,233.1608,311.932,551.4,,328293.1608,2074611.932
1418,234.5396,316.267,550.3,,328294.5396,2074616.267
1419,235.2115,319.17,549.6,,328295.2115,2074619.17
1420,235.1243,323.584,548.6,,328295.1243,2074623.584
1421,235.0658,329.532,547.5,,328295.0658,2074629.532
1422,235.0085,335.491,546.7,,328295.0085,2074635.491
1423,234.9545,341.463,546,,328294.9545,2074641.463
1424,235.7069,345.212,545.4,,328295.7069,2074645.212
1425,235.7028,349.727,544.8,,328295.7028,2074649.727
1426,235.6993,353.492,544.4,,328295.6993,2074653.492
1427,235.6922,359.52,543.8,,328295.6922,2074659.52
1428,235.7408,364.83,543.6,,328295.7408,2074664.83
1429,235.7647,367.107,543.6,,328295.7647,2074667.107
1430,234.2865,370.922,543.5,,328294.2865,2074670.922
1431,233.5604,373.967,543.5,,328293.5604,2074673.967
1432,232.0779,377.777,543.5,,328292.0779,2074677.777
1433,229.8273,382.347,543.5,,328289.8273,2074682.347
1434,229.0864,385.384,543.5,,328289.0864,2074685.384
1435,227.5868,387.676,543.6,,328287.5868,2074687.676
1436,225.3526,391.495,543.7,,328285.3526,2074691.495
1437,224.6313,395.295,543.7,,328284.6313,2074695.295
1438,222.394,400.624,543.8,,328282.394,2074700.624
1439,221.6446,403.662,543.7,,328281.6446,2074703.662
1440,220.1459,409.737,543.7,,328280.1459,2074709.737
1441,218.6439,414.299,543.7,,328278.6439,2074714.299
1442,216.3981,418.114,543.8,,328276.3981,2074718.114
1443,214.9157,423.437,543.8,,328274.9157,2074723.437
1444,214.9413,426.472,543.7,,328274.9413,2074726.472
1445,214.2221,430.271,543.7,,328274.2221,2074730.271
1446,214.2458,434.822,543.5,,328274.2458,2074734.822
1447,214.2748,439.375,543.4,,328274.2748,2074739.375
1448,214.3,443.169,543.2,,328274.3,2074743.169
1449,215.8256,446.952,543,,328275.8256,2074746.952
1450,216.5908,449.224,542.8,,328276.5908,2074749.224
1451,217.3512,450.737,542.7,,328277.3512,2074750.737
1452,219.6478,456.037,542.7,,328279.6478,2074756.037
1453,221.1911,458.302,542.6,,328281.1911,2074758.302
1454,222.7609,462.083,542.6,,328282.7609,2074762.083
1455,225.056,464.344,542.4,,328285.056,2074764.344
1456,228.0897,465.844,542.1,,328288.0897,2074765.844
1457,229.6208,467.352,542,,328289.6208,2074767.352
1458,234.1766,469.604,541.6,,328294.1766,2074769.604
1459,236.4505,470.351,541.5,,328296.4505,2074770.351
1460,240.2591,471.846,541.4,,328300.2591,2074771.846
1461,244.8695,474.085,541.1,,328304.8695,2074774.085
1462,247.9623,477.096,541,,328307.9623,2074777.096
1463,248.0038,480.132,541.1,,328308.0038,2074780.132
1464,248.0362,482.408,541.2,,328308.0362,2074782.408
1465,242.752,485.478,541.7,,328302.752,2074785.478
1466,237.464,487.789,542.3,,328297.464,2074787.789
1467,231.4082,488.581,542.8,,328291.4082,2074788.581
1468,229.1402,488.592,543,,328289.1402,2074788.592
1469,226.1162,488.608,543.3,,328286.1162,2074788.608
1470,220.8284,488.633,543.8,,328280.8284,2074788.633
1471,215.5337,487.902,544.2,,328275.5337,2074787.902
1472,210.2516,487.169,544.7,,328270.2516,2074787.169
1473,205.7207,485.674,545.1,,328265.7207,2074785.674
1474,202.7071,484.171,545.5,,328262.7071,2074784.171
1475,199.7191,481.901,545.9,,328259.7191,2074781.901
1476,196.7343,479.634,546.4,,328256.7343,2074779.634
1477,192.2384,474.348,547.1,,328252.2384,2074774.348
1478,188.5085,469.821,547.9,,328248.5085,2074769.821
1479,187.7497,467.557,548,,328247.7497,2074767.557
1480,187.713,463.779,548,,328247.713,2074763.779
1481,187.6917,460.755,548,,328247.6917,2074760.755
1482,187.6666,456.977,548.1,,328247.6666,2074756.977
1483,188.3706,452.437,547.9,,328248.3706,2074752.437
1484,191.2776,447.128,547.3,,328251.2776,2074747.128
1485,193.4721,444.844,546.9,,328253.4721,2074744.844
1486,194.9665,447.86,546.4,,328254.9665,2074747.86
1487,195.7238,450.882,546.2,,328255.7238,2074750.882
1488,195.7393,453.154,546.2,,328255.7393,2074753.154
1489,195.7606,456.181,546.2,,328255.7606,2074756.181
1490,195.7761,458.452,546.3,,328255.7761,2074758.452
1491,195.8108,462.236,546.3,,328255.8108,2074762.236
1492,196.5786,465.26,546.2,,328256.5786,2074765.26
1493,196.6153,469.044,546.3,,328256.6153,2074769.044
1494,198.8557,471.309,545.9,,328258.8557,2074771.309
1495,201.105,474.334,545.5,,328261.105,2074774.334
1496,204.8553,476.593,544.9,,328264.8553,2074776.593
1497,209.3782,477.326,544.4,,328269.3782,2074777.326
1498,213.8952,477.303,544,,328273.8952,2074777.303
1499,216.9086,477.287,543.7,,328276.9086,2074777.287
1500,218.4063,476.521,543.5,,328278.4063,2074776.521
1501,244.7584,289.063,554.6,,328304.7584,2074589.063
1502,247.7356,287.5,554.4,,328307.7356,2074587.5
1503,249.973,284.482,554.3,,328309.973,2074584.482
1504,251.4475,280.717,554.2,,328311.4475,2074580.717
1505,255.8202,273.783,553.8,,328315.8202,2074573.783
1506,258.7328,269.88,553.5,,328318.7328,2074569.88
1507,260.9229,266.769,553.1,,328320.9229,2074566.769
1508,264.5966,262.847,552.5,,328324.5966,2074562.847
1509,268.2809,258.925,551.9,,328328.2809,2074558.925
1510,271.2194,254.281,551.3,,328331.2194,2074554.281
1511,272.6785,250.454,551.1,,328332.6785,2074550.454
1512,273.4052,248.165,551,,328333.4052,2074548.165
1513,273.3667,242.911,551,,328333.3667,2074542.911
1514,275.5742,239.047,550.6,,328335.5742,2074539.047
1515,277.7886,235.934,550.2,,328337.7886,2074535.934
1516,279.2504,231.361,549.9,,328339.2504,2074531.361
1517,275.5124,230.792,550.6,,328335.5124,2074530.792
1518,269.5789,232.621,551.6,,328329.5789,2074532.621
1519,265.1571,236.606,552.4,,328325.1571,2074536.606
1520,262.2202,240.502,552.9,,328322.2202,2074540.502
1521,260.0252,244.354,553.2,,328320.0252,2074544.354
1522,259.2911,245.139,553.4,,328319.2911,2074545.139
1523,257.8323,248.203,553.6,,328317.8323,2074548.203
1524,253.4288,255.114,554.4,,328313.4288,2074555.114
1525,251.2146,257.435,554.8,,328311.2146,2074557.435
1526,250.4978,260.459,554.9,,328310.4978,2074560.459
1527,246.1422,267.413,555.5,,328306.1422,2074567.413
1528,244.6855,268.979,555.7,,328304.6855,2074568.979
1529,242.4867,270.565,556,,328302.4867,2074570.565
1530,234.3461,275.267,556.8,,328294.3461,2074575.267
1531,228.3815,281.31,556.7,,328288.3815,2074581.31
1532,223.109,287.279,556.2,,328283.109,2074587.279
1533,219.2751,293.177,555.5,,328279.2751,2074593.177
1534,217.7197,296.857,554.9,,328277.7197,2074596.857
1535,214.6193,302.01,553.8,,328274.6193,2074602.01
1536,211.5154,304.942,553.3,,328271.5154,2074604.942
1537,209.9055,307.852,552.7,,328269.9055,2074607.852
1538,207.5254,311.512,552,,328267.5254,2074611.512
1539,202.879,315.956,551.2,,328262.879,2074615.956
1540,200.4894,319.631,550.6,,328260.4894,2074619.631
1541,197.3658,325.592,549.5,,328257.3658,2074625.592
1542,196.5828,327.832,549.2,,328256.5828,2074627.832
1543,194.2482,333.821,548.9,,328254.2482,2074633.821
1544,191.2293,339.118,548.8,,328251.2293,2074639.118
1545,191.2167,343.62,548.5,,328251.2167,2074643.62
1546,189.7171,350.411,548.3,,328249.7171,2074650.411
1547,188.9916,357.206,548.1,,328248.9916,2074657.206
1548,189.0023,360.222,548,,328249.0023,2074660.222
1549,189.0497,365.512,548,,328249.0497,2074665.512
1550,188.3399,369.304,548.1,,328248.3399,2074669.304
1551,187.6338,372.343,548.2,,328247.6338,2074672.343
1552,186.1706,373.883,548.4,,328246.1706,2074673.883
1553,184.0023,378.459,548.7,,328244.0023,2074678.459
1554,182.5492,380.751,548.9,,328242.5492,2074680.751
1555,179.654,386.089,549.3,,328239.654,2074686.089
1556,178.2141,390.638,549.6,,328238.2141,2074690.638
1557,178.2756,395.169,549.9,,328238.2756,2074695.169
1558,178.3555,400.455,550.2,,328238.3555,2074700.455
1559,178.4011,403.474,550.3,,328238.4011,2074703.474
